ip_location,create_time,content,Topic,sentiment,Representation,Representative_Docs,theory,theme
Guizhou,2023-6-29 1:00,好勇敢,83,0,"['勇敢', '勇敢的人', '勇气', '享受', '世界', '佩服', '这句', '勇气可嘉', '你好', '好勇']","['勇敢', '勇敢', '勇敢']",Individualism,Diversity
Zhejiang,2023-2-19 17:53,我们有父亲一栏   精神更加暴躁,98,1,"['精神', '得到', '支持', '得不到', '父亲', '好像', '老公', '结了婚', '在精神上', '婚生']","['“ 精神 得不到 孩子 父亲 支持 ” 好像 结了婚 女性 得到', '好像 父亲 得到 精神 支持', '精神 得不到 孩子 父亲 支持 好像 老公 得到 精神 支持']",Individualism,Traditional Family
Shanxi,2023-3-6 11:18,你三观特别正，那些说你不好的那些人都是羡慕你不如你的人,84,0,"['三观', '颠覆', '地上', '很正', '逻辑', '炸裂', '不正', '刷新', '一地', '印度']","['毁 三观 报', '三观 正', '三观 没']",Deinstitutionalization of Marriage,Morality
Henan,2022-11-7 10:39,凭实力刷到这条,39,0,"['想法', '很久', '一直', '这种', '考虑一下', '十年', '考虑', '早就', '有过', '以前']","['想法 想 久', '想法 早', '挺 想法']",Individualism,Individualism
Shandong,2023-7-18 9:25,简直是讽刺，最基本的道德底线都没有了,104,1,"['底线', '道德', '毫无', '降低', '宣传', '上位', '没有', '下限', '突破', '标准']","['道德 底线 没', '没 道德 底线', '没 道德 没 底线']",Deinstitutionalization of Marriage,Morality
Guangdong,2023-2-1 23:12,挺好的，既提高生育率，还能减低另一半负担，还能促进孩子随母姓发展这些专家都是好样的,3,1,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Hubei,2024-5-23 10:07,不领证怎么上男方的户口？,8,0,"['户口', '女方', '户口本', '结婚证', '男方', '落户', '上户', '小孩', '离婚', '前夫']","['没有 领 结婚证 孩子 户口', '错 孩子 生 户口', '户口 女方 没有 结婚证 小孩 迁 户口']",Deinstitutionalization of Marriage,Legislation
Sichuan,2023-7-23 14:00,杀到仪陇来了,131,0,"['四川', '四川人', '陕西', '四川省', '杀到', '成都', '巫教', '执行', '限制', '全国']","['四川', '四川', '四川 牛 逼']",Deinstitutionalization of Marriage,Legislation
Yunnan,2023-2-15 12:02,领养一个可以办理上户吗,188,0,"['领养', '收养', '非常', '讲讲', '20', '那能', '弄脏了', '高下', '領養個', '盘旋']","['领养', '领养', '领养']",Deinstitutionalization of Marriage,Legislation
Xinjiang,2023-11-7 17:38,生孩子不是那么容易 生娃以后女的变老好多,29,0,"['结婚', '生子', '孩子', '不生', '不用', '生娃', '随便', '生个', '不要', '婚姻']","['结婚 养 孩子', '结婚 孩子', '结婚 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Shandong,2024-6-11 1:10,说白了，养个孩子肯定问题不大。只要女方别太贪心。别忘了王思聪家狗过的日子比普通人都好，所以别操心了,99,0,"['女性', '女人', '评论', '婚姻', '男人', '家庭', '孩子', '女生', '不用', '结婚']","['评论 区会 是因为 中国 发展 均衡 医疗 教育 已经 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '评论 区会 是因为 中国 发展 均衡 医疗 教育 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '普及 一下 婚姻法 \n 1 不领 结婚证 分开 顶多 算 分手 法律 头婚 \n 2 3 孩子 继承权 不用 承担 负债 \n 3 男方 男方 原生 家庭 欠下 债款 非婚 女方 孩子 不用 偿还 结婚 对象 承担 夫妻 共同 债务 \n 4 男方 犯罪 非婚 孩子 影响 上学 考公 合法婚姻 对象 必须 承担 女方 隐忍 报警 \n 5 . 不会 已婚 未育 找 不到 工作 \n 6 . 新 婚姻法 彩礼 退 嫁妆 赠予 法律 规定 本事 告 \n 7 : 没 结婚 打人 故意伤害 结婚证 打死 家庭 纠纷 结婚证 男人 合法 打人 保护伞 身强体壮 抗揍 打赢 太好了 \n 8 . 女方 遗产 赔偿 男方 男方 遗产 赔偿 父母 \n 重要 一条 妇科病 : 男性 带菌 发病 无症状 女性 接触 发病 女性 生理 结构 弱点']",Individualism,Individualism
Sichuan,2023-6-30 23:17,可是，现在我女儿和她同学都说以后不结婚不生孩子，才初中毕业……她们都说结婚风险太大而且很麻烦，主要是不想孩子经历他们的痛苦，觉得读书太难了,139,0,"['未婚', '不婚', '未婚先孕', '不育', '结婚', '就生', '结过婚', '保平安', '没生', '先育']","['现在 很多 没有 结婚 就生 孩子', '妈妈 没 结婚 就生 网上 好多 可怕 爸爸 感觉 没 爸爸 快乐 知道', '未婚 妈妈 小孩 已经 8 岁']",Deinstitutionalization of Marriage,Marriage
Yunnan,2024-6-12 15:44,没有债务纠纷，我朋友结婚之前不知道她老公赌博结了婚以后发现。离婚的时候很难。背了20万债务,116,0,"['离婚', '离婚率', '冷静', '婚姻', '离异', '起诉', '离婚证', '咱俩', '单方面', '可怕']","['离婚', '离婚', '离婚']",Deinstitutionalization of Marriage,Legislation
Sichuan,2024-6-9 9:32,没看到孩子，差评,38,0,"['孩子', '小孩', '小孩子', '大人', '快乐', '感受', '02', '公平', '不动', '懂事']","['孩子', '孩子', '孩子']",Individualism,Traditional Family
Shandong,2024-2-28 14:33,遇到有责任的父亲还好 遇到那种不顾家还带来负面影响的男人 真的不如一辈子单身,5,0,"['爸爸', '父亲', '父爱', '长大', '没有', '缺失', '成长', '家庭', '完整', '孩子']","['没有 爸爸 孩子', '孩子 没有 爸爸 没有 父爱 完整', '没有 父爱 没有 父亲']",Individualism,Traditional Family
Hebei,2024-6-11 14:00,认识几天，她🈶什么自信相信她能胜过人家的血亲儿子,71,0,"['亲子鉴定', '鉴定', '亲生', '钱太难', '亲自', '禁止', '親子', '两千多', '亲子', '亲子关系']","['亲子鉴定', '亲子鉴定', '亲子鉴定']",Deinstitutionalization of Marriage,Legislation
Henan,2023-7-18 9:34,老爷们为了得到劳动力，没下限了,34,1,"['通透', '叔叔', '安全带', '老二', '老大', '年轻', '光宗耀祖', '35', '年龄', '30']","['哄 完 老大 哄 老二', '喜欢 叔叔 活 真 通透 真的 劝', '太 喜欢 叔叔 通透']",Individualism,Diversity
Anhui,2023-2-1 20:45,结扎吧,80,0,"['医生', '医院', '体验', '主任', '几位', '结扎', '点个', '优秀', '走错', '万个']","['医生 真', '医生', '医生']",Financial Cost,Healthcare
Hebei,2023-2-10 21:48,各有利弊吧,11,0,"['坏处', '好处', '全是', '起来', '利大于弊', '哈哈哈', '听到', '好像', '一听', '六个']","['坏处 听 想 好处', '坏处 好处', '坏处 好处']",Individualism,Diversity
Jiangsu,2024-6-16 7:57,女中天花板主播叶总叶海洋 王总王暖暖  活成自己想要的样子,21,0,"['海洋', '全网', '老板', '争气', '佩服', '榜样', '配得', '外表', '那句', '身材']","['叶 海洋 生 养', '叶 海洋 高', '叶 海洋']",Individualism,Individualism
Zhejiang,2024-6-14 22:58,你怎么说话的啊？,36,0,"['问题', '电话', '解决', '咨询', '说话', '试试', '机构', '回复', '私信', '联系']","['没有 解决 根本 问题', '电话 告诉 想 打电话 咨询 一下', '电话 联系 一下']",Financial Cost,Healthcare
Henan,2024-6-12 8:32,好处坏处说反了吧,11,0,"['坏处', '好处', '全是', '起来', '利大于弊', '哈哈哈', '听到', '好像', '一听', '六个']","['坏处 听 想 好处', '坏处 好处', '坏处 好处']",Individualism,Diversity
Shandong,2023-2-3 0:09,开放生育应该降低育儿成本，而不是降低道德标准。,3,1,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Guangdong,2024-6-15 17:48,"be honest, 太强的女人是很难找到的，小鸟依人的才抢手",46,0,"['相宜', '100', '方式', '对象', '女朋友', '找个', '帅哥', '学历', '男朋友', '董宇辉']","['爱妻 张婷 ( 相宜 ) \n \xa0 \xa0 \xa0 \xa0 \xa0 见字 如晤 展信 舒颜 \n \xa0 \xa0 \xa0 \xa0 \xa0 方 六月 季夏 已至 闲坐 窗前 感叹 时光荏苒 提笔 落墨 思至 黯然 \n \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 吾 自知 才疏学浅 恐无 翩翩 君子 之风 何德何能 爱妻 停留 驻足不前 今生 遇妻 签 情深 缘浅 奈何 纸短情长 言 点滴 过往 诉不完 叹 人生 悲欢 \n \xa0 \xa0 \xa0 \xa0 \xa0 爱妻 可知 数次 提笔 恐 词不达意 成 笑谈 更恐 爱妻 厌烦 只能 心事 藏于 心间 唐突 处 爱妻 海涵 \n \xa0 \xa0 \xa0 \xa0 提笔 思 落笔 念 思 三千 念 三千 浅浅 文字 字字 真言 念 汝 如初 思汝 如故 人间 苦漫 唯愿 爱妻 安 -- 甲辰 季夏', '相宜 确实 妈', '感觉 相宜']",Individualism,Individualism
Sichuan,2023-2-19 22:05,生的起的，不需要你超心,73,0,"['不生', '骗人', '生小孩', '生娃', '生个', '随便', '能生', '快生', '下来', '干嘛']","['不生 不用 想', '不生 不生 不生', '诶 越 越 不生']",Reproduction,Population Growth
Jiangsu,2023-2-20 10:02,可能非婚生育这种情况以后会越来越多吧。,18,0,"['非婚', '非婚生子', '非婚生', '生育', '婚外', '歧视', '婚生子女', '子女', '权利', '生子']","['非婚 生育 5 岁', '女 想 非婚 生育 找', '非婚 生育']",Deinstitutionalization of Marriage,Morality
Guangdong,2023-7-17 14:14,🌶️¹ ⁰²⁰⁶         果然没有男人也能走可爱宝宝,19,0,"['男人', '想要', '女人', '能生', '跳过', '男性', '男生', '孩子', '男孩', '拥有']","['想要 男人 孩子', '男人 生 孩子', '男人 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Zhejiang,2023-2-19 18:23,要啥男人哦，无性繁殖吧，进化了进化了，不需要男人了，没有孩子他爸，只有孩子她妈,19,1,"['男人', '想要', '女人', '能生', '跳过', '男性', '男生', '孩子', '男孩', '拥有']","['想要 男人 孩子', '男人 生 孩子', '男人 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Guizhou,2023-2-2 10:45,这政策对女拳的打击也是非常大的,88,0,"['政策', '国家', '出台', '这项', '民政局', '人贩子', '放宽', '放宽政策', '人性化', '嘲讽']","['政策', '政策 定', '政策']",Deinstitutionalization of Marriage,Legislation
Yunnan,2023-11-12 16:05,会不会容易得病,11,1,"['坏处', '好处', '全是', '起来', '利大于弊', '哈哈哈', '听到', '好像', '一听', '六个']","['坏处 听 想 好处', '坏处 好处', '坏处 好处']",Individualism,Diversity
Sichuan,2023-6-29 1:27,泰裤辣,49,0,"['打字', '复制', '宝宝', '泰裤', '不想', '抵制', '吓死', '啊啊啊', '音乐', '可怕']","['音乐 吓死人', '吓死', '吓死']",Deinstitutionalization of Marriage,Morality
Jiangsu,2023-6-29 0:42,太酷了！,53,0,"['太酷', '好酷', '泰酷', '很酷', '超酷', '酷毙了', '真的', '天呐', '酷酷', '哇塞']","['太酷', '太酷', '太酷']",Individualism,Diversity
Shaanxi,2023-2-5 20:53,有能力的女性就可以不结婚，不受婚姻束缚，但可以有自己的孩子，还会受到社会的接受,139,0,"['未婚', '不婚', '未婚先孕', '不育', '结婚', '就生', '结过婚', '保平安', '没生', '先育']","['现在 很多 没有 结婚 就生 孩子', '妈妈 没 结婚 就生 网上 好多 可怕 爸爸 感觉 没 爸爸 快乐 知道', '未婚 妈妈 小孩 已经 8 岁']",Deinstitutionalization of Marriage,Marriage
Guangdong,2023-2-17 21:46,其实你和厨娘小何挺像的,75,0,"['hatti', '海洋', '头发', '哈提', '发型', '三角形', '喜欢', '讲得', '可爱', '辫子']","['妈妈 Hatti 爱', 'hatti', 'Hatti 說 : 妈妈 Hatti']",Individualism,Individualism
Guangdong,2023-2-19 19:47,毛衣有吗亲,6,0,"['同父异母', 'dna', '兄妹', '近亲', '近亲结婚', '以后', '兄弟姐妹', '亲兄妹', '同母异父', '谈恋爱']","['不会 出现 . 以后 对象 同父异母 兄妹 / 姐弟', '以后 同父异母 孩子 结婚', '以后 不会 同父异母 结婚']",Deinstitutionalization of Marriage,Morality
Henan,2023-2-8 19:55,直接买好的镜子试管,12,0,"['试管', '试管婴儿', '国内', '单身', '未婚', '允许', '移植', '医院', '取卵', '受孕']","['试管', '试管', '试管']",Financial Cost,Healthcare
Shaanxi,2023-7-18 10:04,我们这有一个男的两个老婆，假如他们生的孩子都能上户口，那他们就不算重婚，不知道，我这样理解对吗？,102,1,"['重婚罪', '重婚', '不算', '认定', '婚外', '私生子', '取消', '3456', '算不算', '判刑']","['重婚罪', '重婚罪', '重婚罪 没']",Deinstitutionalization of Marriage,Legislation
Gansu,2024-6-12 11:11,真想和叔叔面对面聊聊天说说话,68,0,"['单身', '大龄', '剩女', '硕士', '光棍', '孤独', '88', '未婚', '学历', '付费']","['帅 单身', '单身', '单身']",Deinstitutionalization of Marriage,Marriage
Sichuan,2024-5-20 19:45,最后一句话掐断的时间有点搞笑,79,0,"['搞笑', '笑话', '可笑', '解说', '外孙', '弹幕', '挑着', '头像', '有意思', '幽默']","['搞笑', '搞笑', '听 蛮 搞笑']",Individualism,Diversity
Hunan,2024-6-12 0:02,好处说完了 坏处呢,161,0,"['说完', '坏处', '好处', '光说', 'simon', '胡先煦', '考证', 'free', '见过', '好吃']","['好处 说完 坏处 没', '好处 说完 坏处', '好处 说完 坏处']",Individualism,Diversity
Guangdong,2024-5-12 17:53,什么是分娩档案？,73,0,"['不生', '骗人', '生小孩', '生娃', '生个', '随便', '能生', '快生', '下来', '干嘛']","['不生 不用 想', '不生 不生 不生', '诶 越 越 不生']",Reproduction,Population Growth
Guangdong,2024-6-11 12:17,太酷了,53,0,"['太酷', '好酷', '泰酷', '很酷', '超酷', '酷毙了', '真的', '天呐', '酷酷', '哇塞']","['太酷', '太酷', '太酷']",Individualism,Diversity
Henan,2022-8-18 14:18,人多女性不想结婚就想生个孩子身为女性我很支持。我身边很多独生女，自己经济独立，有稳定收入，父母都有退休金，很多朋友也提出只生个孩子，自己爸妈带，不想结婚。,192,0,"['不想', '想要', '结婚', '女性', '好多', '愿意', '女生', '孩子', '男人', '很多']","['男 不想 结婚 想要 孩子', '男 不想 结婚 想要 孩子', '不想 结婚 想 孩子 男']",Deinstitutionalization of Marriage,Marriage
Sichuan,2023-2-1 21:29,想弱弱的问下，企业返聘员工，应该遵循哪些强制性政策啊,88,0,"['政策', '国家', '出台', '这项', '民政局', '人贩子', '放宽', '放宽政策', '人性化', '嘲讽']","['政策', '政策 定', '政策']",Deinstitutionalization of Marriage,Legislation
Zhejiang,2023-7-17 22:36,以后小三会越来越多,23,1,"['小三', '小三小四', '当小三', '第三者', '小四', '养小三', '小三会', '小三们', '鼓励', '小五']","['小三', '小三', '小三']",Deinstitutionalization of Marriage,Morality
Hubei,2023-2-19 19:46,还要得到户主的同意，如果是小三的话，怎么着意思可以直接上户口，继承了是吗,8,1,"['户口', '女方', '户口本', '结婚证', '男方', '落户', '上户', '小孩', '离婚', '前夫']","['没有 领 结婚证 孩子 户口', '错 孩子 生 户口', '户口 女方 没有 结婚证 小孩 迁 户口']",Deinstitutionalization of Marriage,Legislation
Hubei,2023-7-12 13:53,@:    7   哎呀我,49,0,"['打字', '复制', '宝宝', '泰裤', '不想', '抵制', '吓死', '啊啊啊', '音乐', '可怕']","['音乐 吓死人', '吓死', '吓死']",Deinstitutionalization of Marriage,Morality
Hebei,2023-7-9 19:39,车银优 徐仁国 吴世勋 求你们,9,0,"['不能', '开玩笑', '王俊凯', '吴世勋', '千玺', '一颗', '一个', '边伯贤', '朴灿烈', '王鹤']","['易 烊 千玺 捐 一颗 没 开玩笑', '王俊凯 不能 捐 ? 没 开玩笑', '王俊凯 不能 捐 没 开玩笑']",Financial Cost,Healthcare
Sichuan,2023-2-2 6:52,我认为这样都乱套了，那结婚证有什么用了可以随便找人生孩子都有保护，反而别人结婚生孩孑的没安全感了。怕老公随便去跟别人生孩孑。扯蛋,99,1,"['女性', '女人', '评论', '婚姻', '男人', '家庭', '孩子', '女生', '不用', '结婚']","['评论 区会 是因为 中国 发展 均衡 医疗 教育 已经 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '评论 区会 是因为 中国 发展 均衡 医疗 教育 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '普及 一下 婚姻法 \n 1 不领 结婚证 分开 顶多 算 分手 法律 头婚 \n 2 3 孩子 继承权 不用 承担 负债 \n 3 男方 男方 原生 家庭 欠下 债款 非婚 女方 孩子 不用 偿还 结婚 对象 承担 夫妻 共同 债务 \n 4 男方 犯罪 非婚 孩子 影响 上学 考公 合法婚姻 对象 必须 承担 女方 隐忍 报警 \n 5 . 不会 已婚 未育 找 不到 工作 \n 6 . 新 婚姻法 彩礼 退 嫁妆 赠予 法律 规定 本事 告 \n 7 : 没 结婚 打人 故意伤害 结婚证 打死 家庭 纠纷 结婚证 男人 合法 打人 保护伞 身强体壮 抗揍 打赢 太好了 \n 8 . 女方 遗产 赔偿 男方 男方 遗产 赔偿 父母 \n 重要 一条 妇科病 : 男性 带菌 发病 无症状 女性 接触 发病 女性 生理 结构 弱点']",Individualism,Individualism
Guangdong,2023-2-2 22:30,应当适当补贴降低生育抚养条件，不是降低生育条例门槛,3,0,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Jiangsu,2023-7-18 8:22,这也能宣传？没有任何底线了，有韭菜割就行,91,1,"['宣传', '新闻', '没看', '这种', '值得', '报道', '垃圾', '营销', '媒体', '宣扬']","['这种 应该 宣传', '现在 宣传', '宣传']",Deinstitutionalization of Marriage,Morality
Tianjin,2023-7-30 14:52,原来第三者不算品行问题,23,0,"['小三', '小三小四', '当小三', '第三者', '小四', '养小三', '小三会', '小三们', '鼓励', '小五']","['小三', '小三', '小三']",Deinstitutionalization of Marriage,Morality
Guangdong,2024-6-9 23:10,确实不领反而比领好看了那个一年家暴16次的女生离婚都那么困难真的好想哭,143,0,"['家暴', '故意伤害', '纠纷', '领证', '挨打', '打死', '打人', '家庭', '坐牢', '打架']","['领证 家暴 算 故意伤害 领证 家庭 纠纷', '额 嫁 家暴 带 孩子', '领证 家暴 太']",Deinstitutionalization of Marriage,Legislation
Xinjiang,2023-1-3 17:21,结婚不要孩子行不行,70,0,"['领证', '只生', '婚礼', '行不行', '结婚证', '不生', '怀孕', '一起', '酒席', '两个']","['没 领证 抢 孩子', '想 领证 生 孩子', '孩子 7 岁 领证']",Deinstitutionalization of Marriage,Legislation
Henan,2024-6-12 16:53,好漂亮的美女,112,0,"['漂亮', '美女', '好看', '老板', '颜值', '美好', '太漂亮', '这颜值', '很漂亮', '美丽']","['漂亮', '漂亮', '漂亮']",Individualism,Diversity
Fujian,2024-6-12 9:18,6 个好处,103,0,"['好处', '六个', '那就好', '感觉', 'li', '六大', 'get', '稀罕', '好点', '一分']","['好处', '好处', '好处']",Individualism,Diversity
Jiangxi,2024-6-14 0:10,怎么排行的？,4,0,"['严浩翔', '伟大', '推恩', '开绿灯', '林子', '暧昧', '泰裤', '操作', '黄色', '裂开']","['严浩翔 以后 不能 捐 一个', '严浩翔 捐 一个', '严浩翔 捐 一个']",Financial Cost,Healthcare
Zhejiang,2024-6-16 9:44,为什么不马上试管呢,12,0,"['试管', '试管婴儿', '国内', '单身', '未婚', '允许', '移植', '医院', '取卵', '受孕']","['试管', '试管', '试管']",Financial Cost,Healthcare
Sichuan,2024-5-26 22:29,想知道这样一胎大概的花销，我就开始使劲挣钱存钱了去父留子是我的梦想,56,0,"['三胎', '二胎', '生二胎', '一胎', '第三胎', '四胎', '这胎', '几胎', '三胞胎', '龙凤胎']","['三胎 牛', '生 三胎', '三胎']",Deinstitutionalization of Marriage,Parenting Value
Guangdong,2024-6-11 17:02,全是好处,24,0,"['全是', '好处', '不全是', '这全', '全都', '妈呀', '感觉', '竟然', '我天', '尽说']","['全是 好处', '全是 好处', '全是 好处']",Individualism,Diversity
Beijing,2024-6-15 10:36,哈哈被最后逗笑了,79,0,"['搞笑', '笑话', '可笑', '解说', '外孙', '弹幕', '挑着', '头像', '有意思', '幽默']","['搞笑', '搞笑', '听 蛮 搞笑']",Individualism,Diversity
Tianjin,2024-6-12 16:58,为什么女生就能无条件拒绝亲子鉴定,157,0,"['亲子鉴定', '拒绝', '男方', '鉴定', '亲子关系', '证据', '要求', '证明', '法院', '判定']","['男方 要求 亲子鉴定 女方 拒绝', '男方 亲子鉴定', '男方 亲子鉴定']",Deinstitutionalization of Marriage,Legislation
Hunan,2024-6-16 10:04,好可爱的宝贝,43,0,"['可爱', '漂亮', '宝贝', '宝宝', '好看', '小可爱', '小女孩', '小宝贝', '帅气', '长得']","['宝宝 可爱', '宝宝 太 可爱', '宝宝 可爱']",Individualism,Diversity
Henan,2023-7-18 9:54,没救了，因为道德底线都被打破了,104,1,"['底线', '道德', '毫无', '降低', '宣传', '上位', '没有', '下限', '突破', '标准']","['道德 底线 没', '没 道德 底线', '没 道德 没 底线']",Deinstitutionalization of Marriage,Morality
Guangdong,2023-3-7 22:51,乱套了,67,1,"['乱套', '乱七八糟', '乱了套', '彻底', '撒谎', '全世界', '伟大', '防吃', '手掌', '落套']","['乱套', '乱套', '乱套']",Deinstitutionalization of Marriage,Morality
Guangdong,2023-5-8 20:36,没领结婚证的也可以去拿出生证明吗,72,0,"['准生证', '结婚证', '出生证明', '出生证', '不了', '办理', '没有', '领到', '申领', '办不到']","['没有 结婚证 准生证', '没有 结婚证 准生证', '没有 结婚证 办 准生证']",Deinstitutionalization of Marriage,Legislation
Chongqing,2024-4-15 11:16,女人的天花板级别,149,1,"['女人', '活成', '羡慕', '样子', '这女', '天花板', '美女', '榜样', '女强人', '骄傲']","['活成 女人 想要 样子', '活成 女人 想要 样子', '活成 女人 羡慕 样子']",Individualism,Diversity
Guangdong,2024-5-29 9:37,男朋友说不行,46,0,"['相宜', '100', '方式', '对象', '女朋友', '找个', '帅哥', '学历', '男朋友', '董宇辉']","['爱妻 张婷 ( 相宜 ) \n \xa0 \xa0 \xa0 \xa0 \xa0 见字 如晤 展信 舒颜 \n \xa0 \xa0 \xa0 \xa0 \xa0 方 六月 季夏 已至 闲坐 窗前 感叹 时光荏苒 提笔 落墨 思至 黯然 \n \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 吾 自知 才疏学浅 恐无 翩翩 君子 之风 何德何能 爱妻 停留 驻足不前 今生 遇妻 签 情深 缘浅 奈何 纸短情长 言 点滴 过往 诉不完 叹 人生 悲欢 \n \xa0 \xa0 \xa0 \xa0 \xa0 爱妻 可知 数次 提笔 恐 词不达意 成 笑谈 更恐 爱妻 厌烦 只能 心事 藏于 心间 唐突 处 爱妻 海涵 \n \xa0 \xa0 \xa0 \xa0 提笔 思 落笔 念 思 三千 念 三千 浅浅 文字 字字 真言 念 汝 如初 思汝 如故 人间 苦漫 唯愿 爱妻 安 -- 甲辰 季夏', '相宜 确实 妈', '感觉 相宜']",Individualism,Individualism
Zhejiang,2023-2-19 23:19,有老公不也是自费吗,150,0,"['老公', '老婆', '自费', '生气', '小老婆', '前夫', '丈夫', '一报', '婆家', '区别']","['老公', '老公', '写 老公 生']",Deinstitutionalization of Marriage,Morality
Anhui,2023-2-4 19:00,好极了，到处都是单亲家庭的孩子,10,0,"['单亲', '单亲家庭', '妈妈', '单身', '双亲', '家庭', '成长', '爸爸', '心理', '父爱']","['支持 单亲 妈妈', '单亲 妈妈', '喊 单亲 妈妈']",Individualism,Traditional Family
Shanxi,2023-2-19 18:59,生了后悔不生也会后悔的，每个人走的路不一样谁也不知道走的什么路,27,0,"['选择', '成年人', '负责', '决定', '抱怨', '承担', '后悔', '买单', '承受', '自律']","['选择', '选择 真', '选择 怨']",Financial Cost,Wealth
Beijing,2023-3-15 16:29,考公有漏洞了，原配孩子受影响。离婚后或者小三的在没有父亲情况下可以参与考公了吗,174,1,"['影响', '犯罪', '考公', '政审', '犯事', '婚生子', '案底', '父亲', '当兵', '子女']","['三生 孩子 原配 孩子 爹 犯罪 影响 原配 孩子 影响 私生子 以后 结婚 恋爱 生子 就行', '父亲 犯罪 原配 孩子 受 影响 孩子 受 孩子 继承权', '没有 考虑 原配 父亲 犯罪 原配 孩子 影响 不能 考公 私生子 考公 不说']",Deinstitutionalization of Marriage,Legislation
Zhejiang,2023-2-1 20:53,很好，文明又要进一大步,33,0,"['进步', '世风日下', '社会', '时代', '国家', '文明', '祖国', '发展', '退步', '回到']","['进步', '进步', '进步']",Deinstitutionalization of Marriage,Morality
Guangdong,2024-6-11 5:56,结婚是保护弱势一方的财产分配，所以经济独立，完全不需要男人care的女生是可以不领证的，但传统婚姻女孩子经济条件不好，又有要孩子打算的姐妹，需要和男方长久生活打算的还是领证吧，不然男方意外去世，你的孩子只能继承大概男方4/1的财产？,99,0,"['女性', '女人', '评论', '婚姻', '男人', '家庭', '孩子', '女生', '不用', '结婚']","['评论 区会 是因为 中国 发展 均衡 医疗 教育 已经 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '评论 区会 是因为 中国 发展 均衡 医疗 教育 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '普及 一下 婚姻法 \n 1 不领 结婚证 分开 顶多 算 分手 法律 头婚 \n 2 3 孩子 继承权 不用 承担 负债 \n 3 男方 男方 原生 家庭 欠下 债款 非婚 女方 孩子 不用 偿还 结婚 对象 承担 夫妻 共同 债务 \n 4 男方 犯罪 非婚 孩子 影响 上学 考公 合法婚姻 对象 必须 承担 女方 隐忍 报警 \n 5 . 不会 已婚 未育 找 不到 工作 \n 6 . 新 婚姻法 彩礼 退 嫁妆 赠予 法律 规定 本事 告 \n 7 : 没 结婚 打人 故意伤害 结婚证 打死 家庭 纠纷 结婚证 男人 合法 打人 保护伞 身强体壮 抗揍 打赢 太好了 \n 8 . 女方 遗产 赔偿 男方 男方 遗产 赔偿 父母 \n 重要 一条 妇科病 : 男性 带菌 发病 无症状 女性 接触 发病 女性 生理 结构 弱点']",Individualism,Individualism
Jiangsu,2022-11-11 17:12,什么时候不需要结婚也能做试管就好了,12,0,"['试管', '试管婴儿', '国内', '单身', '未婚', '允许', '移植', '医院', '取卵', '受孕']","['试管', '试管', '试管']",Financial Cost,Healthcare
Guangdong,2023-7-19 23:58,以后就这样,93,0,"['以后', '出现', '以前', '未来', '前卫', '现在', '第一个', '电视剧', '后续', '猪笼']","['以后 陪', '以后', '以后']",Deinstitutionalization of Marriage,Morality
Jiangsu,2024-6-11 1:02,坏处呢？你是一点没说,11,0,"['坏处', '好处', '全是', '起来', '利大于弊', '哈哈哈', '听到', '好像', '一听', '六个']","['坏处 听 想 好处', '坏处 好处', '坏处 好处']",Individualism,Diversity
